packed_designation,a_au,Nopp
K14Od4Q,62.8731265,9
K14P70S,41.8164272,6
K14P82M,56.0778103,6
K14P88E,40.6166859,7
K14Qh3F,46.3374238,4
K14Qi1M,39.8905289,4
K14Qi1O,30.2483412,5
K14Qi1P,30.2330991,3
K14Qi1U,41.5574323,6
K14Qi1W,44.680695,16
K14Qi1Y,36.4631214,10
K14Qi2C,69.8324124,6
K14Qi2E,41.5159798,4
K14Qi2F,46.3694027,5
K14Qi2G,54.2463854,3
K14Qn5T,58.0777064,5
K14Qn5U,43.9145071,6
K14Qn5V,81.2354484,5
K14Qn5W,137.6918062,6
K14Qp0S,70.3256191,7
K14Qp0T,39.7619529,5
K14Qp0U,41.2109605,5
K14Qp0V,43.6909886,5
K14Qp0X,46.0631722,6
K14Qp0Y,43.2156093,5
K14Qp0Z,39.7367818,6
K14Qq7B,41.5752708,8
K14Qu2F,42.5299376,5
K14Qu2G,47.9873813,5
K14Qu2H,38.3155753,5
K14Qu2J,38.2414365,3
K14Qu2K,46.5744833,4
K14Qu2L,45.3128761,4
K14Qu2M,43.9419193,4
K14Qu2P,78.1831923,4
K14Qu2Q,66.3622516,5
K14Qu2R,95.9702511,5
K14Qu2S,131.6179035,5
K14Qu2T,40.8944464,5
K14Qu2U,44.1336072,4
K14Qu2V,42.2363112,4
K14Qu2W,49.6748512,5
K14Qu2X,42.2712659,5
K14Qu2Y,45.9340603,4
K14Qu2Z,41.6244514,4
K14Qu3H,37.2242073,6
K14R70H,38.511627,5
K14R70J,47.3043089,4
K14R74L,46.9972426,5
K14R74M,67.5783092,5
K14R74N,39.6081109,4
K14R74O,30.1851083,6
K14R86L,127.4123055,4
K14R86M,43.2982893,5
K14R86O,42.3266703,4
K14R86P,71.8438469,3
K14R86Q,38.8910955,3
K14R86R,38.4806919,3
K14R86S,47.5581395,4
K14R86T,47.3896184,3
K14R86U,39.743691,5
K14R86V,123.2130871,3
K14R86W,39.5772022,3
K14R86X,45.5857521,4
K14R86Y,43.0252717,4
K14SY8Z,49.0703382,3
K14SY9S,149.4080103,4
K14SY9V,61.7586958,3
K14SZ0C,46.0702797,4
K14SZ0D,63.0873247,3
K14SZ0F,39.7403387,8
K14SZ0N,43.1028191,6
K14SZ0O,77.1063168,5
K14SZ0Q,43.3532415,5
K14SZ0R,102.9365481,4
K14Sa3M,42.2462785,5
K14Sa3N,45.2901858,6
K14Sa3O,42.0784281,5
K14Sa3P,63.1267284,6
K14Sa5A,40.6425655,7
K14Sb3M,45.9711457,5
K14Sb3N,104.8287258,4
K14Sb3O,42.1877916,6
K14Sb3P,39.7436432,8
K14Sb3Q,46.302722,4
K14Sb3R,63.0397609,5
K14Sb3S,58.3453179,6
K14Sb3T,106.5443127,6
K14Sb3U,55.9529413,5
K14Sb3V,55.9013113,4
K14Sb3W,56.3057614,5
K14Sb3X,43.1713797,4
K14Sb3Y,39.2540142,6
K14Sb3Z,114.9803448,5
K14Sb4A,44.1948832,5
K14Sb4B,44.4903727,7
K14Sb4C,30.1987295,7
K14Sb8F,46.4329312,8
K14Sb8G,84.2269429,7
K14Sb8J,83.3017447,8
K14Se3D,113.4001969,3
K14Se3L,43.9849113,5
K14Se3N,132.8213406,4
K14Se3Q,141.8878329,4
K14Se3R,56.0442897,5
K14Se3S,45.708227,3
K14Se3T,48.3972481,4
K14Se3U,57.9712626,5
K14Se3V,46.4714422,3
K14Se3W,42.9989141,4
K14Se3Y,52.5782551,4
K14Se3Z,43.1528152,5
K14Se4A,48.6139009,4
K14Se4B,39.6987545,4
K14Se4C,39.6503533,5
K14Se4D,36.6918931,5
K14Se4E,75.6028391,3
K14Se4F,41.727123,4
K14Se4G,79.689567,5
K14Se4H,68.3724157,4
K14Se4J,39.4584748,5
K14Se4K,63.3841258,5
K14Se4L,42.0346343,5
K14Se4R,46.5351336,4
K14T85T,40.7993333,3
K14T85X,40.7825858,9
K14T86B,45.9942242,9
K14T86E,44.6589809,5
K14T86F,40.7135855,5
K14T95L,43.9174093,5
K14T95M,36.7543523,7
K14TA0S,65.9628534,4
K14TA0T,87.5282944,5
K14TB4Y,44.1487106,6
K14TB5A,42.6596936,5
K14TB5C,55.3550564,6
K14TB5D,46.3570712,6
K14TB5G,45.5124776,6
K14TB5H,39.69089,5
K14TB5J,36.7220913,5
K14TB5K,39.720648,6
K14TB5L,48.1959008,3
K14TB5O,62.9121967,5
K14TB5P,56.3055574,5
K14TB5Q,42.593777,4
K14TB5R,43.8668484,3
K14TB5S,186.038083,4
K14TB5T,48.0663209,5
K14TB5V,41.0372221,5
K14TB5W,42.1137111,4
K14TB5X,46.0269367,5
K14TB5Y,82.2680115,4
K14TB5Z,41.8214453,4
K14TB6B,80.5628528,5
K14TB6D,46.8761943,7
K14TB6F,42.3766955,3
K14UJ2H,47.7578226,12
K14UM4F,45.5854224,5
K14UM4O,42.1780727,7
K14UM4Y,129.5979831,4
K14UM4Z,108.9254846,6
K14UM5A,68.9614343,10
K14UM5B,44.0858951,3
K14UM5C,35.3307054,4
K14UM5H,38.8565964,4
K14UM5N,59.9660194,5
K14UM8B,57.570256,4
K14UM8C,45.2524528,5
K14UM8D,55.2698381,4
K14UM8E,58.4953103,4
K14UM8F,39.8463285,4
K14UM8G,55.5777349,5
K14UM8H,48.1258935,5
K14UM8J,43.1992017,3
K14UM8K,58.5453802,5
K14UM8L,46.9420094,4
K14UM8M,39.6420215,3
K14UM8N,46.1984729,4
K14UM8O,39.8572054,5
K14UM8P,42.6855741,4
K14UM8Q,43.960295,5
K14UM8R,39.2130421,5
K14UM8S,48.3488289,5
K14UM8T,49.2117049,5
K14UM8U,39.9284825,3
K14UM8V,39.8064311,6
K14UM8W,36.6651392,4
K14UM8X,36.5633399,3
K14UM8Y,43.6570792,3
K14UM8Z,39.8506741,4
K14UM9A,35.2454048,3
K14UM9B,39.8235264,4
K14UM9C,45.8709518,5
K14UM9D,36.6031208,3
K14UM9E,43.2034632,4
K14UM9F,38.3566306,3
K14UM9G,28.1380192,3
K14UM9H,44.2472437,3
K14UM9J,41.6433803,3
K14UM9K,43.031496,5
K14UM9L,42.984257,4
K14UM9M,44.0014393,5
K14UM9N,42.5205919,4
K14UM9O,39.7556706,4
K14UM9P,45.9581114,4
K14UM9Q,50.602146,7
K14UM9R,43.4734915,3
K14UM9S,55.9461566,4
K14UM9T,39.6953634,3
K14UM9U,39.7908692,4
K14UM9V,73.3758358,4
K14UM9W,48.0018152,3
K14UM9Y,47.9039659,4
K14UN0A,55.6842934,4
K14UN0B,50.1477127,4
K14UN0C,45.470996,4
K14UN1K,44.0505454,3
K14UN1O,55.8544904,5
K14UN3M,47.1335472,3
K14UO0U,30.2108139,5
K14UO1D,42.6655395,7
K14UO1E,42.7810407,5
K14UO1F,41.7445775,6
K14UP0N,40.8169025,5
K14UP0O,42.1216435,6
K14UP0P,52.8786686,4
K14UP0Q,55.9999878,5
K14UR6W,39.7029896,5
K14UR6X,45.5900203,5
K14UR6Y,56.0780399,5
K14UR6Z,46.3363403,3
K14UR7A,47.3363763,5
K14UR7B,70.7612357,5
K14UR7F,43.0045691,4
K14UR7G,40.3917835,5
K14UR7H,39.5553545,4
K14UR7J,43.5841487,5
K14UR7K,53.6684269,6
K14UR7L,47.9356278,3
K14UR7M,73.3999914,4
K14UR7N,42.951643,4
K14UR7O,36.7837355,5
K14UR7P,48.6563749,5
K14UR7Q,44.1596479,6
K14UR7R,41.5152582,5
K14UR7S,100.0726079,7
K14UR7T,42.9186731,4
K14UR7U,46.2407315,5
K14UR7V,61.8029594,4
K14UR7X,91.3484743,4
K14UR7Y,38.8996982,5
K14UR8E,50.4012868,5
K14V37W,42.3703339,5
K14V39V,44.3034467,6
K14V41B,54.0325945,7
K14V41C,37.9948392,5
K14V43K,44.1586983,5
K14V43L,42.9997519,5
K14V43M,109.6861362,5
K14V43N,36.6107044,6
K14V43O,44.1714897,4
K14V43P,138.1496012,5
K14Wo8W,28.1726562,7
K14Wo9C,39.4837858,8
K14Wo9M,42.5005763,3
K14Wo9P,44.9144864,9
K14Wo9S,44.426595,8
K14Wo9W,42.7025273,7
K14Wp0B,39.5961286,9
K14Wp0E,39.6137119,7
K14Wp0K,49.8515113,7
K14Wp0M,77.4539424,7
K14Wp0N,75.3975586,7
K14Wp0O,39.4438478,8
K14Wp0R,39.3468674,8
K14Wp7L,60.7096194,3
K14Wp7M,48.0289396,3
K14Wr5Y,56.1364238,10
K14Wr6B,59.9588607,6
K14Wr6C,39.596956,7
K14Wr6D,39.7746539,8
K14Wt5Y,55.6489843,5
K14Wt5Z,46.2061166,6
K14Wt6A,63.4073942,8
K14Wt6C,46.3883826,3
K14Wt6D,78.5009364,6
K14Wt6E,67.8665498,4
K14Wy1X,39.8556387,4
K14Wy1Y,50.1158638,4
K14Wy1Z,96.5829514,5
K14Wy2A,46.360845,5
K14Wy2B,44.0130174,5
K14Wy2C,39.1748892,5
K14Wy2D,43.5260791,4
K14Wy2E,80.4226744,5
K14Wy2F,111.6240421,5
K14Wy2G,41.9812004,5
K14Wy2H,38.3530223,5
K14Wy2J,53.5607577,5
K14Wy2L,41.1518025,5
K14Wy2M,47.5510525,5
K14X03S,72.0997615,3
K14X40W,49.7503747,7
K14X40Y,47.5612076,6
K14X40Z,39.89814,4
K14X47W,44.038788,5
K14X47X,52.2335112,5
K14X47Y,38.3388317,5
K14X47Z,46.4668559,6
K14X48A,47.1852404,6
K14X48B,70.1216762,6
K14X48C,41.6273313,6
K14X54R,65.922336,4
K14X54S,47.424024,4
K14X54T,39.5649397,5
K14X54U,65.9821482,5
K14Y49Y,31.2659147,12
K14Y50A,46.1377189,17
K14Y50D,96.7850449,8
K14Y50L,56.0833821,5
K14Y72R,39.6249584,5
K14Y72S,55.776112,6
K14Y72T,45.2741071,5
K14Y72U,46.9283554,6
K14Y91W,41.0799734,5
K14Y91X,53.9937124,4
K14Y91Z,48.5263111,5
K14Y92A,38.8851114,4
K14Y92B,30.3126377,5
K14Y92C,64.8676129,5
K14Y92D,75.94794,5
K14Y92E,66.8520928,5
K14Y92F,43.5743154,5
K14Y92G,48.2048044,5
K14Y92H,38.9821678,4
K14Y92J,44.036736,5
K15AS1H,37.617274,9
K15AS1J,43.0108558,12
K15AS1L,45.817109,10
K15AT3Q,43.9181938,6
K15AT3R,53.430975,4
K15AT3S,52.1322052,5
K15AU4N,135.5718532,4
K15Bp8L,45.5933692,8
K15Bp8P,43.377926,11
K15Bp8Q,41.2671252,9
K15Bp8S,41.6313814,6
K15Bp8Y,47.1922845,8
K15Bp9A,39.2684677,10
K15Bp9B,63.4589942,8
K15Bp9C,54.9766545,11
K15Bu8E,73.9814717,8
K15Bu8G,82.5318123,8
K15DM5A,72.553632,5
K15DO8W,50.8450352,8
K15DO8Z,72.9196072,6
K15DO9A,41.9697835,6
K15DO9B,44.9261985,7
K15DO9C,41.3412765,10
K15DO9E,58.4809285,8
K15DO9J,51.067384,6
K15DO9M,55.0834039,6
K15DO9S,58.7253715,7
K15DO9U,54.2394173,4
K15DO9X,70.7842281,6
K15DP0Z,42.4473188,5
K15FY5R,39.1741773,4
K15FY5S,46.2302534,5
K15Fd2W,44.3559067,4
K15Fe3U,54.5887527,4
K15Ff5G,63.9110702,3
K15G50Q,46.0190941,3
K15G50S,47.6084817,3
K15G51Y,47.2560642,4
K15G54F,39.1379148,3
K15G54G,39.2910748,3
K15G54J,39.0554702,3
K15G54K,39.4182636,5
K15G54L,39.3861029,3
K15G54M,39.3539258,3
K15G54N,39.42182,3
K15G54O,39.1183065,3
K15G54P,39.1866473,3
K15G54Q,39.2079917,3
K15G54R,39.12708,3
K15G54S,39.4032704,4
K15G54T,39.0996265,3
K15G54U,39.2268461,3
K15G54V,39.4276764,3
K15G54W,39.2400435,3
K15G54X,39.1956753,3
K15G54Y,39.1324135,3
K15G54Z,47.4890323,3
K15G55A,62.3200837,3
K15G55B,61.8244493,3
K15G55C,43.4630689,3
K15G55D,43.3574769,3
K15G55E,43.4331186,3
K15G55F,43.3769012,3
K15G55G,43.2912375,3
K15G55H,43.5503205,3
K15G55J,43.57291,3
K15G55K,43.5429945,3
K15G55L,43.4724472,3
K15G55M,55.042042,3
K15G55N,55.132169,4
K15G55O,42.2157466,3
K15G55P,36.2703122,3
K15G55Q,42.678242,3
K15G55R,38.4211298,3
K15G55S,43.9830477,4
K15G55T,45.7642022,3
K15G55U,93.8368572,4
K15G55V,31.2764766,3
K15G55W,84.7474378,3
K15G55X,180.3697392,3
K15G55Y,99.7950101,4
K15G55Z,64.2247012,3
K15G56A,51.2210455,3
K15G56B,90.3080406,3
K15G56C,69.9242848,4
K15G56D,64.4738413,3
K15G56F,42.4886252,3
K15G56G,43.3003405,4
K15G56H,45.9970217,3
K15G56J,43.6129051,3
K15G56K,44.344364,4
K15G56L,39.9071171,4
K15G56M,43.6089975,3
K15G56N,42.458344,3
K15G56O,46.3808414,4
K15G56P,41.5534396,3
K15G56Q,42.8219835,4
K15G56R,43.9410288,3
K15G56S,43.0420673,3
K15G56T,45.4893232,3
K15G56U,43.2435081,3
K15G56V,45.7145262,3
K15G56W,45.0931109,3
K15G56X,44.1057699,3
K15G56Y,43.1662397,3
K15G56Z,43.9209301,3
K15G57A,43.6986924,3
K15G57B,43.9776153,3
K15G57C,44.0022905,3
K15G57D,46.0846436,3
K15G57E,42.7679434,3
K15G57F,46.486723,3
K15G57G,43.8563949,3
K15G57H,42.6600934,3
K15G57J,43.1312941,3
K15G57K,43.8270317,3
K15G57L,42.922546,3
K15G57M,43.852621,3
K15G57N,44.7280919,3
K15G57O,43.008382,3
K15G57P,45.0851207,3
K15G57Q,44.8067921,3
K15G57R,43.7589616,3
K15G57S,43.7855344,4
K15G57T,43.7014646,3
K15G57U,43.9081914,3
K15G57V,42.7587178,3
K15G57W,44.7191819,3
K15G57X,45.3851482,3
K15G57Y,43.6774327,3
K15G57Z,44.042106,3
K15G58A,41.6880858,3
K15G58B,43.7797721,3
K15G58C,43.9076462,3
K15G58D,43.3867921,3
K15G58E,42.5974156,3
K15G58F,43.7465468,3
K15G58H,43.3017071,3
K15G58J,45.122878,3
K15G58K,43.8755673,3
K15G58L,44.1690928,3
K15G58M,43.5837946,4
K15G58O,44.0612181,3
K15G58P,43.8471488,3
K15G58Q,45.4649364,3
K15G58S,43.0887943,3
K15G58T,43.6887624,3
K15G58U,44.0842713,3
K15G58W,45.2123476,3
K15G58X,43.5342359,3
K15G58Y,44.3146919,3
K15G58Z,42.5752262,3
K15G59A,44.1606655,3
K15G59B,42.7050117,3
K15G59C,43.212894,3
K15G59D,44.5018602,3
K15G59E,42.9879191,3
K15G59G,46.5368053,3
K15G59H,43.1736993,3
K15G59J,44.8960683,3
K15G65R,39.1949717,3
K15HJ5F,43.4316476,4
K15HJ6Z,42.9535635,3
K15KG2H,61.586302,12
K15KG3C,46.2176888,7
K15KG3H,154.3517751,4
K15KG7L,47.30535,4
K15KG7M,47.829476,3
K15KH2E,129.9911493,4
K15KH2G,55.358978,3
K15KH3C,39.2999386,4
K15KH3D,39.5034824,4
K15KH3E,39.3638207,5
K15KH3F,39.3588796,4
K15KH3G,39.5200762,4
K15KH3H,39.4777363,4
K15KH3J,39.2422401,3
K15KH3K,39.1748902,3
K15KH3L,39.3623852,3
K15KH3M,39.3758253,4
K15KH3N,39.543091,4
K15KH3O,39.4355127,4
K15KH3P,39.2759139,3
K15KH3Q,39.4233758,3
K15KH3R,39.2323224,3
K15KH3S,39.3225965,4
K15KH3T,39.627179,4
K15KH3U,39.430061,4
K15KH3V,39.4961216,4
K15KH3W,39.3653232,4
K15KH3X,47.9274499,4
K15KH3Y,62.7425694,3
K15KH3Z,75.3016889,4
K15KH4A,43.5673074,4
K15KH4B,43.5849117,4
K15KH4C,55.2908803,4
K15KH4D,55.3968504,4
K15KH4E,55.3544378,3
K15KH4F,55.5516089,3
K15KH4G,55.5693781,4
K15KH4H,55.4951445,4
K15KH4J,42.301209,4
K15KH4K,42.1769871,3
K15KH4L,42.3020883,4
K15KH4M,42.1436168,4
K15KH4N,45.5566217,4
K15KH4O,69.4749063,4
K15KH4P,38.744257,4
K15KH4Q,54.8715139,4
K15KH4R,89.2305887,3
K15KH4S,32.4625132,3
K15KH4T,52.0772178,4
K15KH4U,79.346442,4
K15KH4V,52.0550058,4
K15KH4W,48.8868182,4
K15KH4X,51.6767859,4
K15KH4Y,53.8824694,3
K15KH4Z,48.2439511,4
K15KH5A,43.2910997,3
K15KH5B,42.0816218,5
K15KH5C,46.2254451,3
K15KH5D,46.0196085,4
K15KH5E,45.6989552,4
K15KH5F,45.1107191,4
K15KH5G,43.3997208,5
K15KH5H,40.2475643,4
K15KH5K,45.0333671,3
K15KH5L,44.7759905,4
K15KH5M,46.4005111,3
K15KH5N,47.2347188,4
K15KH5O,40.3069301,3
K15KH5P,44.8257633,4
K15KH5Q,42.9156538,3
K15KH5R,44.0578213,3
K15KH5S,45.1767551,4
K15KH5T,45.2178478,3
K15KH5U,43.8828787,3
K15KH5V,45.3725953,4
K15KH5W,46.217245,4
K15KH5X,45.5996017,4
K15KH5Y,44.4859133,3
K15KH5Z,46.8879371,4
K15KH6A,44.274397,3
K15KH6B,45.1428146,4
K15KH6C,41.9606441,4
K15KH6D,46.115239,4
K15KH8G,39.3048385,10
K15KH8K,36.9152311,10
K15KJ9K,60.3944243,4
K15KJ9L,43.4880488,3
K15KJ9M,39.3937391,3
K15MF0L,43.9721484,3
K15PV2D,56.0516388,6
K15PV2F,45.5527909,10
K15PV2L,42.1435235,5
K15Q11T,38.8395965,3
K15Q14L,43.9363178,3
K15Q23W,47.767941,9
K15Q33V,53.5115185,4
K15Q33W,46.2292072,5
K15Q33X,40.8708413,5
K15Q33Y,43.2425211,4
K15Q33Z,55.5865012,5
K15Q34A,65.7557754,3
K15Q34B,44.1757326,5
K15Q34C,56.2224904,4
K15Q34L,56.0737961,5
K15RO5S,40.628747,3
K15RO5T,44.7868418,7
K15RO5U,31.3043151,3
K15RO5W,57.4461617,5
K15RR7C,46.8200394,4
K15RR7J,47.1538044,3
K15RR7R,39.6340254,3
K15RR7S,39.7518532,3
K15RR7T,39.8721942,3
K15RR7U,39.7324884,3
K15RR7V,39.6068837,3
K15RR7X,48.0278007,3
K15RR7Y,47.9625121,3
K15RR7Z,62.7877517,3
K15RR8A,63.5321516,3
K15RR8B,76.7493158,3
K15RR8C,44.0734794,4
K15RR8D,44.0651815,3
K15RR8E,44.022314,3
K15RR8F,44.0065464,3
K15RR8G,44.0627951,3
K15RR8H,55.8804995,3
K15RR8J,42.4725151,3
K15RR8K,42.6809417,3
K15RR8L,80.6212382,3
K15RR8M,46.1923499,3
K15RR8O,45.9034626,3
K15RR8P,43.5475722,3
K15RR8Q,46.3291408,3
K15RR8R,35.0501685,3
K15RR8S,54.6472199,3
K15RR8T,45.4927926,3
K15RR8U,51.2722811,3
K15RR8V,50.9589179,3
K15RR8X,38.0064628,3
K15RR8Y,39.1712078,3
K15RR8Z,73.5059427,3
K15RR9A,60.2475522,3
K15RR9B,131.1726003,3
K15RR9C,104.3501778,3
K15RR9D,51.4348409,3
K15RR9E,58.2528445,3
K15RR9F,43.2749262,3
K15RR9G,60.4605433,3
K15RR9H,71.9618711,3
K15RR9J,57.1935495,3
K15RR9L,44.5937867,3
K15RR9M,44.4523422,3
K15RR9N,43.2272301,4
K15RR9P,44.461289,3
K15RR9Q,47.1869354,3
K15RR9R,44.588426,3
K15RR9S,44.5154237,3
K15RR9T,44.1649406,3
K15RR9U,46.6566078,3
K15RR9V,45.8871913,3
K15RR9W,44.2954963,3
K15RR9Y,45.2170818,3
K15RR9Z,43.8914006,3
K15RS0A,45.1860876,3
K15RS0B,44.1742644,6
K15RS0C,43.6605379,3
K15RS0D,45.0031794,3
K15RS0E,44.6610528,3
K15RS0F,43.3416493,3
K15RS0G,42.9989582,3
K15RS0H,45.3605068,3
K15RS0L,45.4844976,3
K15RS0M,45.989057,3
K15RS0N,41.6468714,3
K15RS0O,41.7027831,3
K15RS0P,45.8069242,4
K15RS0Q,44.3928522,3
K15RS0R,41.7911537,4
K15RS0S,41.5908623,3
K15RS0T,41.7139912,3
K15RS0W,41.6142406,3
K15RS0X,44.2340816,3
K15RS0Y,46.7522203,3
K15RS1A,43.0875398,3
K15RS1B,43.6332894,3
K15RS1C,46.4495169,4
K15RS1D,41.6919762,3
K15RS1E,46.217242,3
K15RS1F,46.4270675,3
K15RS1G,46.6258382,3
K15RS1H,47.3177807,3
K15RS1J,46.4620148,3
K15RS1K,44.6829627,3
K15RS1L,40.606806,3
K15RS1M,46.1505182,3
K15RS1N,42.772343,3
K15RS1O,44.2664966,3
K15RS1P,45.283033,3
K15RS1Q,122.5848768,3
K15RS1R,44.6293043,3
K15RS1S,66.8810416,3
K15RX4V,72.7989937,3
K15RY5X,42.070827,5
K15RY5Y,40.5125736,5
K15S20P,45.2929629,6
K15S20V,35.196916,6
K15S49Z,45.8343549,5
K15TZ0S,145.0159925,3
K15Ta0Y,56.2023282,6
K15Ta1A,43.251065,6
K15Ta1C,39.5594258,5
K15Ta1J,45.6348847,6
K15Ta1L,44.0385029,6
K15Ta1P,39.6733246,4
K15Ta1R,35.1507672,6
K15Ta1V,90.4845922,6
K15Ta1W,70.4231106,5
K15Ta2F,69.728219,6
K15Ta2G,44.5476816,6
K15Ta2P,72.9976146,7
K15Ta2R,44.1747642,6
K15Ta3J,46.4832498,6
K15Ta3K,41.1799113,6
K15Ta3S,56.0972327,6
K15Ta3X,40.5569745,5
K15Ta7G,52.4780391,3
K15Te8Q,39.704642,6
K15Tj4P,67.470461,5
K15Tj4Q,52.064882,3
K15U84K,50.0401214,6
K15U87H,63.0528768,3
K15UA5N,193.6262731,4
K15UA5O,51.8179356,4
K15VF7D,47.9473864,3
K15VG4A,45.9657838,3
K15VG4B,45.0886373,3
K15VG4C,45.545415,3
K15VG4D,46.0397536,3
K15VG4F,28.3031955,3
K15VG4J,39.5285,3
K15VG4K,39.4068768,4
K15VG4L,39.5539033,4
K15VG4M,39.4728592,4
K15VG4N,39.5697099,4
K15VG4O,39.7641263,3
K15VG4P,39.4516511,3
K15VG4R,39.4557232,4
K15VG4S,39.4935193,3
K15VG4U,39.6831579,3
K15VG4V,39.6753795,3
K15VG4W,39.6405875,3
K15VG4X,39.4760327,3
K15VG4Y,39.5663918,3
K15VG4Z,39.5632978,3
K15VG5A,39.8559068,3
K15VG5B,39.8563511,4
K15VG5C,39.5393951,3
K15VG5D,39.6401934,3
K15VG5E,39.7978489,3
K15VG5F,39.4130945,4
K15VG5G,39.4786825,4
K15VG5H,39.645274,5
K15VG5J,39.4050661,4
K15VG5K,39.7836817,4
K15VG5L,39.6387899,4
K15VG5M,39.6317656,3
K15VG5N,39.4305497,3
K15VG5O,39.6306322,4
K15VG5P,39.5039773,4
K15VG5Q,39.352227,4
K15VG5R,39.6837888,3
K15VG5S,39.6771125,3
K15VG5T,39.5695386,3
K15VG5U,39.4023937,3
K15VG5V,30.2210102,4
K15VG5W,30.2071512,6
K15VG5X,30.1594731,3
K15VG5Y,48.1047835,4
K15VG5Z,48.1020412,3
K15VG6A,48.1492624,3
K15VG6B,47.9396504,4
K15VG6C,48.3662462,3
K15VG6D,48.0503086,4
K15VG6E,48.1455735,3
K15VG6F,47.9106352,3
K15VG6G,48.1107025,4
K15VG6H,48.0317226,4
K15VG6J,47.9451404,4
K15VG6K,48.3598035,4
K15VG6L,48.088948,4
K15VG6M,63.70693,4
K15VG6N,63.4451649,4
K15VG6O,76.2954698,4
K15VG6P,76.2027586,4
K15VG6Q,43.8892185,4
K15VG6R,43.8191896,3
K15VG6S,43.8752214,4
K15VG6T,43.8473389,3
K15VG6U,43.8815679,3
K15VG6V,43.8546398,3
K15VG6W,43.8379647,3
K15VG6X,43.740628,3
K15VG6Y,43.8782747,3
K15VG6Z,43.9052625,4
K15VG7A,43.8957679,4
K15VG7B,43.8555554,4
K15VG7C,43.9135979,3
K15VG7D,55.9698002,3
K15VG7E,55.660345,3
K15VG7F,55.8102289,3
K15VG7G,42.4509594,3
K15VG7H,42.5242416,3
K15VG7J,42.3368225,4
K15VG7K,42.5705341,4
K15VG7M,36.5951758,3
K15VG7N,36.6370059,3
K15VG7O,59.4946843,4
K15VG7P,40.8636545,3
K15VG7Q,85.9127694,3
K15VG7R,69.6989919,3
K15VG7S,81.4991768,4
K15VG7T,50.6984553,3
K15VG7U,46.5452855,4
K15VG7V,44.3610362,3
K15VG7W,38.2460919,4
K15VG7X,38.8536429,3
K15VG7Y,38.9444537,3
K15VG7Z,33.7730877,3
K15VG8A,72.7377429,3
K15VG8B,98.7747687,3
K15VG8C,44.4033403,4
K15VG8D,118.4735089,4
K15VG8E,69.4440624,3
K15VG8F,41.2346518,3
K15VG8G,65.6369731,4
K15VG8H,49.0864914,4
K15VG8J,59.8845701,3
K15VG8K,59.2957856,4
K15VG8L,87.6194284,3
K15VG8M,63.941244,4
K15VG8N,61.8763082,4
K15VG8O,53.9760765,4
K15VG8P,45.7167399,3
K15VG8Q,43.7412108,3
K15VG8R,44.6263419,3
K15VG8S,47.0287034,3
K15VG8T,45.5195461,4
K15VG8U,44.5534679,4
K15VG8V,45.7264668,4
K15VG8W,42.8807123,4
K15VG8X,43.310413,4
K15VG8Y,42.9914548,4
K15VG8Z,44.3585331,3
K15VG9A,44.086352,4
K15VG9B,44.2029402,4
K15VG9C,43.6652628,4
K15VG9D,42.9571129,4
K15VG9E,44.5399389,3
K15VG9F,44.0540076,3
K15VG9G,46.8256154,3
K15VG9H,43.0783375,3
K15VG9J,43.1098985,3
K15VG9K,44.0043429,3
K15VG9L,45.0598728,3
K15VG9M,40.845703,4
K15VG9R,42.8271721,3
K15VG9S,43.5810585,3
K15VG9T,44.0063495,3
K15VG9U,42.6965469,3
K15VG9V,43.1639394,3
K15VG9W,45.3728078,3
K15VG9X,44.0755436,3
K15VG9Z,45.4291254,3
K15VH0B,43.9789076,3
K15VH0C,43.8041379,3
K15VH0D,45.8651046,3
K15VH0E,42.6881056,3
K15VH0F,42.9463125,3
K15VH0G,42.2348351,3
K15VH0H,44.9788362,3
K15VH0J,43.0360474,3
K15VH0K,43.5600433,3
K15VH0L,40.2343451,3
K15VH0M,45.492634,4
K15VH0N,41.7776132,3
K15VH0O,44.1272617,3
K15VH0P,46.2667729,3
K15VH0Q,42.7101736,3
K15VH0R,43.4791726,3
K15VH0S,41.6155436,3
K15VH0T,43.6314474,3
K15VH0U,42.8942788,3
K15VH0V,43.4157891,3
K15VH0W,45.9852217,3
K15VH0X,46.8689758,3
K15VH0Y,43.368095,3
K15VH0Z,44.4657132,3
K15VH1A,43.1383727,4
K15VH1B,44.0127331,3
K15VH1C,44.6265964,3
K15VH1D,46.7607695,3
K15VH1E,44.1562902,3
K15VH1F,42.8964997,3
K15VH1G,42.7815078,3
K15VH1H,45.0648318,3
K15VH1J,46.5334128,3
K15VH1K,43.3123986,3
K15VH1L,47.0575973,3
K15VH1M,44.1657499,3
K15VH1N,43.9155012,3
K15VH1O,44.2927043,4
K15VH1P,43.5360196,3
K15VH1Q,45.4358731,4
K15VH1R,45.395356,4
K15VH1S,44.3684658,3
K15VH1T,43.556961,4
K15VH1U,43.8137723,3
K15VH1V,46.0977193,4
K15VH1W,43.4547328,4
K15VH1X,45.4305465,3
K15VH1Y,43.3082241,4
K15VH1Z,44.4740719,4
K15VH2A,44.4256173,4
K15VH2C,46.9394838,3
K15VH2D,42.2514535,4
K15VH2E,44.0309295,3
K15VH2F,43.6288313,4
K15VH2G,44.2195154,3
K15VH2H,44.0418452,3
K15VH2J,44.1225828,3
K15VH2L,43.8352931,3
K15VH2M,46.1081035,3
K15VH2N,45.8425259,4
K15VH2O,43.6446667,4
