packed_designation,a_au,Nopp
K03Q91M,43.4987321,6
K03Q91N,42.9387093,3
K03Q91P,36.7198893,7
K03Q91S,46.6415461,3
K03Q91X,44.065751,5
K03QB2B,44.4339908,4
K03QB2E,43.3905409,4
K03SV7O,39.6628818,6
K03T58J,44.4145401,6
K03T58K,43.0962037,5
K03T58L,43.5206061,5
K03UT1T,42.9267251,4
K03UT1V,43.8348777,4
K03UT1Y,49.3712064,5
K03UT1Z,45.2014827,6
K03UT2B,47.3139569,7
K03UT2N,45.009118,5
K03UT2P,47.9416643,10
K03UT2V,39.4193187,6
K03UT3K,42.5656382,5
K03Uf4A,83.39754,14
K03WJ1A,39.3488025,6
K03WJ3O,39.7319135,3
K03YH9J,43.6487251,6
K03YH9K,41.6311938,5
K03YH9M,40.9505126,4
K03YH9N,44.2401701,4
K03YH9P,43.8361592,5
K03YH9R,43.2246834,7
K03YH9S,43.3871083,8
K03YH9T,43.363808,6
K03YH9V,46.719843,6
K03YH9X,43.3790383,5
K04D64H,46.1840522,6
K04D64M,44.7301382,4
K04D71M,42.8579812,4
K04D77G,43.649385,3
K04E95S,45.1011961,7
K04E95V,39.3390912,6
K04E96G,55.3677659,7
K04E96J,39.426993,4
K04FG4W,39.3740964,4
K04H78X,39.4988099,6
K04H78Y,39.2380251,4
K04H78Z,39.5196741,4
K04H79A,39.199437,5
K04H79B,39.2501959,4
K04H79C,46.40079,6
K04H79D,45.914818,4
K04H79E,44.2953063,5
K04H79G,44.1798835,4
K04H79H,43.2740219,5
K04H79K,43.7876638,5
K04H79L,41.9945187,5
K04H79M,36.3536929,7
K04H79O,55.0560292,4
K04H79P,47.478523,6
K04H79Q,63.052404,4
K04K18V,30.2308742,5
K04K18Z,55.572294,4
K04K19B,39.5767333,4
K04K19C,39.378016,4
K04K19D,38.2892682,4
K04K19E,44.3322724,6
K04K19F,44.1210877,5
K04K19G,43.2584746,4
K04K19H,40.7606276,6
K04K19J,47.1172781,11
K04K19K,42.3433661,5
K04K19L,47.7819424,4
K04K19M,47.8087266,3
K04L31W,46.7545388,4
K04M08S,39.7285995,4
K04M08T,43.3685568,5
K04M08U,45.1702979,6
K04M08V,47.6661684,4
K04M08W,33.8576901,12
K04O14J,55.7021422,3
K04O15P,38.8491523,6
K04O15Q,44.0193266,7
K04O15S,56.5201272,6
K04PA7S,48.5498968,3
K04PA7X,43.9346312,7
K04PA7Z,46.2556329,7
K04PA8B,45.4986328,7
K04PB2D,46.8781765,4
K04PB7T,43.3199179,5
K04PB7U,43.1833145,5
K04PB7V,46.5213196,4
K04PB7W,43.9522837,6
K04PB7X,44.5991521,4
K04PB7Y,40.4428833,13
K04Q29E,41.2371262,8
K04Q29G,48.9626901,4
K04Q29H,51.401964,3
K04S60C,44.092118,12
K04TS2E,34.457451,5
K04TZ7X,36.6294849,7
K04U10D,42.9791395,5
K04U10S,39.8468154,4
K04V75U,43.9595104,6
K04V75Z,39.4874116,6
K04V78K,48.0086968,6
K04VD0U,62.8238675,6
K04VD0V,39.5300539,13
K04VD0X,39.6382501,6
K04VD0Y,39.4557617,5
K04VD0Z,39.7059198,6
K04VD1D,46.5752422,5
K04VD1E,42.3711107,4
K04VD1F,43.8690189,6
K04VD1G,64.7525763,4
K04VD1H,60.6381583,3
K04VD1M,69.1219198,5
K04VD1U,45.7868477,6
K04XJ0X,45.1932126,6
K05B49V,43.4464459,10
K05B49W,43.8295345,6
K05C81D,39.0856356,7
K05C81E,42.45843,5
K05C81F,36.2590896,6
K05C81G,53.4484188,12
K05ET6E,43.8933556,5
K05EU3M,43.3818059,4
K05EU4F,85.6301667,6
K05EV8B,44.8820985,3
K05EV8C,43.4799923,6
K05EV8W,44.2630294,6
K05EV8X,39.3191499,11
K05GI6X,43.7030479,6
K05GI7A,39.3639959,4
K05GI7C,43.9892026,4
K05GI7D,42.7763886,7
K05GI7F,39.5112899,9
K05GK6X,68.6519755,11
K05GL0V,39.0618551,8
K05GM8H,36.4402609,6
K05JH4Z,42.5208833,4
K05JH7H,44.3846486,5
K05JI5Y,44.1255617,4
K05JI6B,41.5398308,5
K05JI6J,44.7797073,4
K05JI6K,47.512158,6
K05L54A,44.3942139,4
K05L54B,43.75454,8
K05L54C,67.8609791,4
K05NC5U,82.1296818,10
K05NC5V,44.1892634,12
K05P21L,46.9220692,4
K05P21S,44.8481049,6
K05P21T,75.938873,6
K05R52H,160.2862832,7
K05T53N,30.2710537,4
K05TI9V,39.3725714,7
K05VC2Z,41.3286257,6
K05VC3A,39.5951338,4
K06A98O,37.7578616,4
K06BS4R,43.5770797,8
K06BS4S,59.0487452,8
K06C69H,45.4855739,7
K06HC2N,45.5995951,4
K06HC2P,46.091095,5
K06HC2T,39.2411123,6
K06HC2W,45.4056333,4
K06HC2Y,42.8442704,8
K06HC2Z,47.1804666,3
K06HC3A,42.8413112,3
K06HC3B,44.090207,3
K06HC3C,36.5282488,4
K06HC3E,44.0611054,3
K06J58U,46.1910704,4
K06J58V,44.9706603,6
K06QI0P,38.4790469,5
K06QI0Z,46.6428384,5
K06QI1A,42.6955815,6
K06QI1B,44.1849356,5
K06QI1F,45.1734105,7
K06QI1G,58.0925399,3
K06QI1H,67.272296,3
K06QI1R,47.0399224,5
K06Sa9F,63.1246563,6
K06Sf5E,42.9580226,4
K06Sf5F,43.5694161,4
K06Sf5G,48.4750459,10
K06Sf5H,50.3315789,6
K06TC1K,39.4785348,3
K06TD0O,36.6535935,13
K06TD0P,39.4948181,14
K06WJ5S,39.6058586,3
K06WK6F,43.2779633,5
K06WK6G,50.1222389,7
K07C79Q,45.1639982,7
K07C79R,46.8320757,5
K07C79S,43.9124441,6
K07DA1S,43.72734,4
K07F51M,45.2683281,7
K07F51N,86.4299907,7
K07F51O,50.0446332,9
K07F51P,44.4545304,7
K07H90V,44.0319753,6
K07J45F,39.3725224,10
K07L38E,54.2103846,6
K07L38F,87.2482753,7
K07L38G,55.4878143,6
K07L38H,134.5902095,7
K07L38J,72.5217871,7
K07RV4L,40.7152512,7
K07RW6W,46.4515278,4
K07RW6X,46.5880435,4
K07RW6Y,39.1534599,6
K07RW6Z,53.3619838,5
K07Tf8B,57.4851154,7
K07Tf8D,48.6184299,3
K07Th1V,39.6861578,4
K07Th4C,133.8800922,6
K07VU2J,43.4622768,7
K07VU2K,46.0606324,5
K08AB8Q,41.2828468,14
K08AD8U,32.2848504,5
K08J41O,88.0002399,5
K08L18C,30.068545,4
K08UX2A,76.9553467,6
K09DE3J,65.3912449,6
K09DE3L,43.3101014,4
K09DE3N,39.1736419,3
K09DE3R,46.6498079,4
K09DE3S,48.9053847,3
K09J18Z,39.1141951,14
K09J19E,39.3210478,4
K09K30K,59.9521926,3
K09K30N,69.6452563,4
K09K30O,44.3290001,3
K09M10E,29.2903228,13
K09M10G,48.3055511,4
K09UF6F,43.1097364,5
K09X26M,43.2746207,10
K09Y19G,55.9417399,10
K09Y26R,41.2535539,10
K09Y26S,36.4822565,10
K09Y26T,39.257565,11
K09Y32K,43.9410819,11
K10AF3V,39.1769988,11
K10C55G,31.6093563,3
K10DA6F,30.3041634,10
K10E65Q,59.6538098,8
K10ED9L,39.2010341,9
K10F86X,46.6735009,7
K10G34X,28.9541046,7
K10GE7W,178.1644309,3
K10JC4J,84.3326037,4
K10JC4K,40.3698655,4
K10JL0F,44.5782926,8
K10JL0J,49.8571485,11
K10JL5E,62.4054573,6
K10K39Z,45.2612673,5
K10LD6B,39.5779849,10
K10MB6R,63.7815551,13
K10P66T,63.3449457,11
K10P75U,87.1271351,11
K10Q07Q,116.1558101,11
K10R45M,46.8035561,4
K10R45N,41.1382873,9
K10R64F,43.4072625,12
K10R64N,41.1993255,11
K10RI8D,40.7414499,12
K10RI8F,47.052811,15
K10RJ0J,44.7861473,9
K10RJ0K,39.7055256,11
K10S41B,39.8622647,12
K10T00J,63.6651409,12
K10TI2J,39.9740242,9
K10TI2L,44.1322333,11
K10TI2N,39.8837596,9
K10TI2P,45.4096213,11
K10TJ1S,30.1248236,12
K10TJ1T,30.1558749,6
K10TJ2A,42.2551841,6
K10TJ2D,43.3490692,6
K10TJ2E,41.4044464,5
K10TJ2F,43.5179187,6
K10TJ2G,44.1450796,5
K10TJ2K,46.673507,9
K10TJ5S,39.6799017,8
K10V11R,41.4872397,11
K10VM4X,39.8460307,17
K10VP3D,42.9158355,10
K10VP3E,31.9060872,8
K10W09G,53.5162203,8
K10W75M,50.4181032,9
K10X91E,63.3423501,11
K11BG3R,96.0757515,12
K11BG3S,43.4791971,6
K11BG3T,53.6396707,6
K11BG3U,57.1314297,5
K11BH0N,70.1941203,10
K11BH0O,46.1419935,8
K11BH0P,86.8333772,10
K11CB9W,52.4855921,5
K11CB9X,41.5768917,6
K11CB9Y,62.2237181,5
K11E90Y,47.568771,9
K11E90Z,40.8436781,7
K11H60O,93.7712996,6
K11H83P,52.4049832,4
K11HA2M,30.2700385,8
K11HA2Z,43.3976301,5
K11HA3F,43.1861618,4
K11HA3J,46.8684527,4
K11HA3K,53.7008008,3
K11HA4N,39.4205521,8
K11J31W,45.8467515,4
K11J31X,45.1096649,3
K11J31Y,44.2264863,4
K11J32A,46.8900386,4
K11L29J,44.0917684,10
K11M11V,61.3359325,11
K11O60B,103.9218796,10
K11SS1W,47.0684892,9
K11U62Q,53.012196,15
K11Uf0P,39.8459438,4
K11Uf0Q,39.688331,3
K11Uf0R,39.6351198,3
K11Uf0S,39.7913313,4
K11Uf0U,39.5684994,3
K11Uf0V,39.7264535,5
K11Uf0W,39.8505167,4
K11Uf0X,39.5697765,4
K11Uf0Z,39.7726452,4
K11Uf1A,39.4822951,4
K11Uf1B,39.832377,4
K11Uf1D,39.3576128,5
K11Uf1F,48.1218893,4
K11Uf1G,48.0612702,3
K11Uf1H,46.4558358,3
K11Uf1J,42.5588966,3
K11Uf1M,42.4310931,4
K11Uf1O,42.5744862,3
K11Uf1P,76.8786566,3
K11Uf1Q,62.5666011,3
K11Uf1R,62.3712251,3
K11Uf1S,63.1231036,3
K11Uf1U,44.2012546,3
K11Uf1Y,44.4881179,3
K11Uf1Z,45.8373801,3
K11Uf2B,43.7757566,3
K11Uf2C,43.6927118,4
K11Uf2D,45.6942908,4
K11Uf2E,43.7201141,3
K11Uf2G,46.8187695,3
K11Uf2K,40.9945627,4
K11Uf2L,43.3019372,3
K11Uf2O,38.2358455,3
K11Uf2P,56.8854038,3
K11Uf2Q,68.1315634,3
K11Uf2R,50.4647121,3
K11Uf2S,48.157057,3
K11Uf3A,36.7574298,4
K11Uf3J,74.3028852,12
K11Uf3K,41.6098094,9
K11V24Z,51.3396423,9
K11WF7J,98.2940217,10
K12A25Z,54.3055155,9
K12BF4V,46.5216158,5
K12BF4Y,41.9970557,12
K12D98Z,42.528626,5
K12DA6Q,43.5372122,9
K12DC1V,64.0030516,9
K12E18E,67.9834028,8
K12F87N,39.2607937,8
K12G11U,168.4073086,9
K12G17X,37.2705342,5
K12H85E,44.7427782,5
K12H87W,91.9365095,8
K12H87X,103.6609547,9
K12S67B,47.4858102,10
K12TD9L,29.9287147,3
K12TW4C,42.6144717,11
K12TW4D,39.7216499,10
K12TW4E,46.4283774,10
K12TW4F,43.708507,11
K12TZ9F,42.277276,9
K12UH7G,39.5827394,3
K12UH7K,93.8574307,3
K12UH7L,40.9329987,5
K12UH7N,43.4470977,6
K12UH7P,43.1305565,3
K12UH7Q,52.327115,3
K12UH7R,74.488345,3
K12UH7V,30.1663536,5
K12UH8D,55.614324,9
K12UI5D,30.3145116,8
K12UI5E,41.6534039,8
K12VB6B,47.032991,9
K12VC8R,41.5873549,10
K12W37D,40.0139652,10
K12W37E,48.0343988,4
K12W37F,39.6022477,7
K12W37G,49.230559,5
K12XF7R,47.7734959,13
K12XF9W,39.5512307,7
K12Y09O,43.8700004,4
K12Y12F,43.552309,7
K12Y12G,39.4389199,6
K13AI3R,71.1083382,5
K13AI3S,60.8053269,11
K13AI3T,61.8485698,9
K13B78K,37.8470597,4
K13CD4A,30.8635704,11
K13CM3D,39.2125089,10
K13CO2Z,44.6162812,9
K13EE9M,45.1038603,4
K13EF4J,43.7803963,10
K13F28A,43.9901177,12
K13F28D,39.4626835,7
K13F28G,53.9336934,3
K13F28H,43.0039547,10
K13F28K,42.6032137,4
K13F28M,56.4038703,6
K13F28N,35.176447,12
K13F28O,47.4825283,13
K13F28Q,62.4098552,3
K13GD6O,38.6864924,4
K13GD6Q,48.5936522,5
K13GD6S,55.4386347,4
K13GD6X,47.8559576,5
K13GD6Y,55.4735042,5
K13GD7C,43.0929917,3
K13GD7E,39.1870259,3
K13GD7F,39.4312813,4
K13GD7G,39.2007699,3
K13GD7H,39.3203868,3
K13GD7J,39.4589196,3
K13GD7L,39.2234205,4
K13GD7M,43.9582779,4
K13GD7O,41.3303991,3
K13GD7P,43.5702761,3
K13GD7R,42.5051639,4
K13GD7S,43.7229191,4
K13GD7U,44.7096686,4
K13GD7X,43.1591021,5
K13GD7Y,44.741205,4
K13GD7Z,41.332125,3
K13GD8B,42.854349,4
K13GD8C,42.7802236,3
K13GD8D,43.7926961,4
K13GD8E,44.0248444,3
K13GD8F,43.9140627,5
K13GD8G,47.3352356,5
K13GD8J,120.6242858,10
K13GF8M,43.3964867,4
K13GF8N,39.2227231,4
K13HF6R,45.5640602,5
K13HF6S,45.5645952,3
K13HF6W,39.4663531,8
K13HG2G,34.1832867,4
K13J63U,48.5934295,6
K13J63V,46.3278078,6
K13J63W,45.6533187,4
K13J64F,55.4564998,4
K13J64K,55.2192935,7
K13J64L,56.5998447,5
K13J64O,142.9193802,4
K13J64P,57.6059752,4
K13J64Q,48.8545906,5
K13J64R,77.731159,4
K13J64S,42.5164053,3
K13J64U,40.172521,3
K13J64Z,39.451388,4
K13J65A,39.5156007,3
K13J65B,39.4244332,4
K13J65C,39.3747993,4
K13J65D,39.3794844,4
K13J65E,39.3084007,4
K13J65F,39.4026603,4
K13J65G,39.4266705,4
K13J65H,39.3578124,5
K13J65M,46.735335,4
K13J65Q,44.2101938,3
K13J65R,46.2337127,3
K13J65S,40.5866433,4
K13J65T,46.5573112,3
K13J65W,47.6734024,5
K13J67X,46.3428622,4
K13K18Y,30.2191455,8
K13L35Y,42.6867477,6
K13L36Z,55.4039509,5
K13M18R,39.4588435,11
K13N24K,41.9186812,9
K13N24M,45.3597607,8
K13N33T,29.9131142,12
K13N33U,70.9791129,10
K13P74U,34.3276413,8
K13P74W,38.3735279,6
K13P74X,39.8602852,9
K13P76S,43.78907,5
K13P84D,102.9481115,5
K13Q95P,40.9046793,6
K13Q99R,41.3668389,5
K13QA3X,50.9082144,4
K13R98B,42.4109181,5
K13R98D,39.6623214,5
K13R98P,43.3574123,6
K13R98Q,56.2337373,5
K13R98R,50.7966416,6
K13RA8X,45.6459659,6
K13RA8Y,45.9844571,5
K13RA8Z,56.0448738,4
K13RA9B,40.5462906,5
K13RA9C,39.72546,4
K13RA9D,32.6322662,4
K13RA9E,44.0167418,6
K13RA9F,43.2492624,7
K13RA9G,38.5103399,4
K13RA9H,36.6503486,5
K13RA9J,43.6955366,5
K13RA9K,91.6345477,6
K13RA9L,40.5363176,4
K13RA9M,51.4053777,4
K13RA9N,42.8889268,6
K13RA9O,44.4250529,5
K13RA9P,45.1267483,6
K13RA9Q,36.6794812,6
K13RA9R,48.3491481,5
K13RA9S,45.0969389,7
K13RA9T,45.9463913,4
K13RC4D,43.261492,6
K13RC4E,124.4737632,5
K13RC4F,43.7777134,7
K13RC4G,92.946102,6
K13RC4H,44.5619805,5
K13RC4J,44.1999783,5
K13RC4K,39.8553658,5
K13RC4L,30.248147,5
K13RC4M,89.9823944,6
K13RC4N,45.7276222,7
K13RC4O,39.0288257,6
K13RC4P,45.9958929,5
K13RC4Q,47.1232526,5
K13RC4R,42.0177292,6
K13RC4S,46.8053385,4
K13RC4T,66.2721428,5
K13RC4U,48.4626443,5
K13RC4V,45.0777303,5
K13RC4W,36.7994141,5
K13RC4X,39.8179768,5
K13RC8T,40.6092245,5
K13RC8U,61.9932432,3
K13RC8V,57.5593119,8
K13RC8W,45.9060741,6
K13RF5Q,51.8062918,5
K13RF5R,62.5391274,4
K13RF5S,50.9295503,6
K13RF5T,105.6370011,3
K13RF5U,44.3928658,6
K13RF5V,41.3644081,5
K13RF5X,47.231483,6
K13RF5Y,45.3482847,4
K13RF5Z,40.8251982,5
K13RF6A,31.1479753,4
K13RF6B,39.1350888,6
K13RF6C,179.2609152,5
K13RF6D,47.2146172,4
K13RF6E,40.9058702,4
K13RF6F,39.6418101,5
K13RF6G,39.608759,4
K13RF6H,39.7145792,5
K13RF6O,43.2755093,5
K13RF6P,39.2293094,4
K13RF6Q,39.7622929,5
K13RF6R,63.3858878,4
K13RF6S,61.5467666,5
K13RF6T,55.3077928,5
K13RF6U,57.4220436,5
K13RF6V,44.0347129,5
K13RF6W,41.067726,4
K13RF6X,45.3509833,4
K13RF6Y,49.7479667,4
K13RF6Z,41.3820394,5
K13RF7A,55.2388878,5
K13RF7B,39.8991791,4
K13RF7C,39.6287399,6
K13RF7D,37.9646222,6
K13RF7E,46.2012033,5
K13RF7F,63.419657,4
K13RF7G,41.6814522,5
K13RF7H,38.8788917,3
K13RF7L,55.7002259,3
K13RF7M,57.2313497,6
K13RF7O,73.566384,5
K13RF7P,42.7692417,5
K13RF7Q,36.6336557,4
K13RF7R,38.6446551,4
K13RF7S,46.1251408,4
K13RF7T,42.4204654,5
K13RF7U,43.5242369,4
K13RF7V,69.2851788,5
K13RF7W,47.2237585,5
K13RF7X,41.5961291,5
K13RF7Y,44.0033788,6
K13RF8A,46.2484088,5
K13RF8B,46.9277993,4
K13RF8C,30.2320198,5
K13RF8D,98.9401345,6
K13RF8E,48.4558857,3
K13RF8F,47.8644815,4
K13RF8G,60.6891517,6
K13RF8J,91.8789814,4
K13RF8K,44.9201288,4
K13RF8M,44.0259506,4
K13RF8N,46.8666768,4
K13RF8O,40.7132612,5
K13RF8P,44.6504157,7
K13RF8Q,45.8165742,4
K13RF8T,44.6335575,6
K13S99Z,38.5494401,6
K13SA0J,43.8923363,3
K13SA0K,62.6115037,4
K13SA0L,44.1572618,5
K13SA0M,45.7468487,5
K13SA0N,43.9670382,4
K13SA0O,46.2036058,3
K13SA0P,44.1456778,3
K13SA0Q,48.2968984,4
K13SA0R,45.8725462,5
K13SA0S,44.2871016,3
K13SA0T,41.2183802,3
K13SA0U,42.6040621,4
K13SA0V,43.4051686,4
K13SA0W,43.0014812,4
K13SA0X,43.1048115,4
K13SA0Y,43.6058163,3
K13SA0Z,43.9576816,4
K13SA1A,48.1239141,3
K13SA1B,44.0353834,5
K13SA1C,42.9765834,3
K13SA1D,43.6938652,3
K13SA1E,44.5111811,3
K13SA1F,42.7566763,3
K13SA1G,46.9621892,4
K13SA2G,43.4509462,6
K13SA2H,38.186595,5
K13SA2J,44.0815895,5
K13SA2K,43.7981946,5
K13SA2M,52.8803251,6
K13SA2N,68.8933913,6
K13SA2O,39.6737629,6
K13SA2P,39.5779389,6
K13SA2Q,93.6526231,5
K13SA2R,53.3793949,5
K13SA2S,47.7061312,6
K13SA2T,44.292057,3
K13SA6D,44.4579762,7
K13SA6E,43.1618517,7
K13SA6F,76.8865362,7
K13SA6G,62.5392106,6
K13SA6H,48.3854441,6
K13SA6J,44.8702029,6
K13SA6K,45.0053722,4
K13SA6L,47.3112745,5
K13SA6M,45.7402113,3
K13SA6N,43.9999295,7
K13SB1Y,54.7842115,5
K13SB2A,43.6259843,5
K13SB2B,38.5819489,4
K13SB2C,45.1280802,5
K13SB2D,35.0753084,5
K13SB2E,42.7052482,4
K13SB2F,44.1750825,4
K13SB2G,44.2449492,4
K13SB2H,46.1880482,4
K13SB2J,44.1096539,4
K13SB2K,44.4640773,4
K13SB2L,35.0928725,4
K13SB2M,44.5367622,4
K13SB2N,43.5062942,4
K13SB2O,51.0063763,4
K13SB2P,52.1432007,5
K13SB2Q,43.0853092,4
K13SB2S,40.3654057,5
K13SB2T,43.9730424,4
K13SB2U,39.5757496,4
K13SB2V,44.2992292,4
K13SB2W,44.1927635,4
K13SB2X,53.6790085,5
K13SB2Y,38.4245173,3
K13SB2Z,43.30771,5
K13SB3A,40.6478697,5
K13SB3B,46.0405269,4
K13SB3D,46.3568944,5
K13SB3E,44.1012744,5
K13SB3F,39.6429828,4
K13SB3G,47.0461975,4
K13SB3H,45.7572659,4
K13TF9M,46.8599072,12
K13TH1X,50.9353378,5
K13TH1Y,39.7229131,7
K13TH1Z,45.7246558,5
K13TH2A,39.7778557,6
K13TH2B,43.4545562,5
K13TH2C,44.0699905,7
K13TH2D,42.8404318,3
K13TH2E,48.7115095,6
K13TH2F,44.1266483,6
K13TH2G,48.4804403,3
K13TH2H,42.7306914,5
K13TH2J,52.3811565,6
K13TH2K,46.8989822,4
K13TH2L,44.1275424,5
K13TH2M,70.9472005,7
K13TI7B,78.1169556,4
K13TI7C,44.0506478,5
K13TI7D,62.4392012,5
K13TI7E,44.7760835,4
K13TI7F,44.0549986,5
K13TI7G,47.9750049,6
K13TI7H,44.547896,6
K13TI7J,43.1301943,5
K13TI7K,44.0222427,6
K13TI7L,39.6651429,3
K13TI7M,36.7145757,5
K13TI7N,53.6374772,5
K13TI7O,39.5804955,4
K13TI7P,80.8406247,6
K13TI7Q,43.871444,6
K13TI7R,61.7807471,7
K13TI7S,35.1552225,6
K13TI7T,44.3786962,6
K13TI7U,39.5907082,5
K13TI7V,39.9056604,6
K13TI7W,43.4809287,4
K13TI7X,43.2800949,6
K13TI7Y,43.8307534,7
K13TI7Z,30.2832806,7
K13TI8B,39.7845057,4
K13TI8C,44.6067127,7
K13TI8D,44.115271,5
K13TI8E,39.7866334,6
K13TI8F,46.0566943,5
K13TM7K,30.2668007,5
K13TM7L,40.4897668,4
K13TM7N,43.7664435,5
K13TM7P,43.5081301,6
K13TM7Q,44.3755934,6
K13TM7R,39.891726,5
K13TM7S,33.7281075,5
K13TM7T,42.9045819,4
K13TM7U,43.7892976,5
K13TM7V,39.7679161,6
K13TM7X,70.348371,5
K13TM7Y,36.3072265,6
K13TM7Z,43.6756281,6
K13TM8A,46.4627767,6
K13TM8B,56.3964601,5
K13TM8C,44.6192789,5
K13TM8D,48.0988834,6
K13TM8E,39.5575116,4
K13TM8F,40.8528281,4
K13TM8G,47.9858356,5
K13TM8H,48.2531219,6
K13TM8J,45.7226937,4
K13TM8K,48.2083313,3
K13TM8L,48.1676235,5
K13TM8M,43.1521872,6
K13TM8N,90.7238486,5
K13TM8O,44.4071182,5
K13TM8P,45.4949662,3
K13TM8Q,42.7031191,3
K13TM8S,43.7634839,5
K13TM8T,44.2910275,5
K13TM8U,45.8362107,5
K13TM8W,43.849534,5
K13TM8X,43.7223999,5
K13TM8Y,45.4411272,4
K13TM8Z,44.2386801,3
K13TM9A,41.8149988,4
K13TM9B,43.8481484,5
K13TM9C,48.0851774,5
K13TM9D,44.0837782,5
K13TM9E,39.7601854,4
K13TM9G,44.8078455,5
K13TM9H,43.1131559,5
K13TM9J,57.2970248,5
K13TM9M,43.6678671,5
K13TM9N,45.8024993,6
K13TM9O,44.1710553,5
K13TM9P,42.9545142,6
K13TM9Q,39.7683684,6
K13TM9S,44.5462835,5
K13U15E,60.4485079,9
K13U15H,177.420765,3
K13U15K,48.2945841,6
K13U15N,45.4878306,4
K13U15O,43.6531537,4
K13U15P,47.0027916,4
K13U15Q,43.032543,6
K13U15R,56.7424319,3
K13U15S,36.6418406,3
K13U16W,44.690712,4
K13U16X,39.4839156,4
K13U16Y,44.3513535,5
K13U16Z,44.916076,4
K13U17A,39.7910216,3
K13U17B,63.1800395,3
K13U17E,43.4130204,3
K13U17F,39.8034206,4
K13U17G,44.0418189,5
K13U17H,48.2007985,4
K13U17J,39.8648624,4
K13U17K,43.8787389,4
K13U17L,43.042403,5
K13U17M,42.8029121,5
K13U17N,43.8475445,5
K13U17O,55.7006847,5
K13U17P,44.203324,3
K13U17Q,36.8283424,4
K13U17R,44.6419472,4
K13U17S,42.8808663,3
K13U17T,43.348629,4
K13U17V,39.7139067,3
K13U17W,45.6660087,4
K13U17X,39.7605245,3
K13U17Y,44.6615689,3
K13U17Z,47.9892858,4
K13U18A,43.3454426,3
K13U18B,45.5051522,4
K13U18C,43.1158137,3
K13U18D,45.3169314,4
K13U18F,46.7717083,4
K13U18G,45.1320025,4
K13U18W,39.6235276,3
K13U18X,43.918297,3
K13U22R,44.3343394,6
K13U22T,42.539844,6
K13U31E,47.5995896,5
K13U31F,39.7646667,6
K13U49L,43.9220766,5
K13V24D,53.4612544,5
K13V24F,39.5341865,9
K13V25Q,62.4181714,7
K13V30X,30.2177076,6
K13V31Z,43.8636211,6
K13V46K,42.0404234,4
K13V46L,45.9845172,6
K13V46M,56.3787193,6
K13V46N,39.7407679,5
K13V46O,48.239434,6
K13V46P,48.1230553,6
K13V46Q,39.5701329,4
K13V46R,39.7414079,5
K13V46S,102.4601042,6
K13V71O,44.3137443,3
K13V71Q,39.7159987,4
K13V71R,39.6907774,4
K13V71S,39.84778,4
K13V71T,39.5902651,4
K13V71U,102.5173638,5
K13V71V,40.7244641,4
K13V71W,44.5196187,5
K13V71X,44.402579,6
K13V71Y,39.7587352,5
K13V71Z,52.9789818,6
K13V72A,41.8917253,5
K13V72B,66.0509765,5
K13V72C,39.7122543,6
K13V72D,48.4098731,5
K13V72E,44.01268,5
K13V72F,39.5682007,5
K13V72H,45.8477605,5
K13WB4G,44.5549006,6
K13WC3H,46.6776638,6
K13WC3J,39.8258872,5
K13WC3K,55.9465154,3
K13WD9A,43.8208939,6
K13WD9B,43.2711053,6
K13WD9C,45.4112568,4
K13X33U,40.8729484,6
K13X40L,91.3292858,5
K13X40M,42.2104561,4
K13YG9D,43.0596706,5
K14A55M,46.8629346,14
K14B70D,41.2498951,11
K14C14W,32.7085609,5
K14DB2T,47.4160479,7
K14F43P,44.5707986,9
K14F61X,42.7253024,4
K14F62B,39.2838969,6
K14F62C,45.5364038,3
K14F69C,72.2244037,3
K14F69O,54.3499067,4
K14F70D,53.5672283,3
K14F70L,55.1277548,4
K14F71V,54.6762327,6
K14F71X,61.9509073,4
K14F71Y,43.2099362,12
K14F71Z,74.8162881,3
K14F72A,56.2138599,3
K14F72C,74.9357938,11
K14F72G,46.3627877,3
K14F72H,56.5245993,3
K14F72J,92.3974948,4
K14F72K,53.3876325,4
K14F72L,101.5975561,3
K14G53T,46.1525316,9
K14G54E,47.4400612,8
K14G54J,39.4450762,8
K14G54K,39.4314125,7
K14G65K,43.4506535,6
K14HK0D,39.1292075,7
K14HK8P,64.9659259,4
K14HK8V,43.368978,3
K14HL1O,65.1148579,10
K14J80E,91.5041275,6
K14J80O,39.0880264,9
K14J80T,39.7183135,6
K14J80U,53.2899372,6
K14J80V,48.516859,4
K14J92Q,39.4404791,10
K14KA1S,38.5509635,7
K14KA1T,42.1965413,5
K14KA1X,39.5659936,9
K14KA2A,104.1764119,9
K14KA2B,55.6701685,7
K14KA2C,39.4679026,7
K14KA2D,39.5623473,6
K14KB3E,72.4049299,8
K14L28O,43.3322954,13
K14L28Q,44.0456794,12
K14L28T,44.4902828,10
K14L28U,54.9552956,8
K14M69X,32.3975224,10
K14M70E,42.9819524,7
K14M70F,39.4445369,10
K14M70G,43.7249375,10
K14M70H,39.6507386,10
K14N65V,118.0315705,4
K14N65Y,40.9401395,7
K14N66A,43.177331,9
K14N66B,46.0422849,9
K14N66C,47.8427102,8
K14N81D,41.8210779,7
K14N86T,39.7133428,9
K14Od3V,39.5208765,9
K14Od3W,42.8195281,3
K14Od3Y,82.8107197,6
K14Od4C,43.9378689,9
K14Od4D,44.6989382,9
K14Od4F,47.2622782,8
K14Od4J,52.8054269,8
