Packed MPC designation,Semimajor axis au barycentric,Eccentricity barycentric,Inclination ecliptic J2000 barycentric degrees,Longitude of ascending node ecliptic J2000 barycentric degrees,Argument of perihelion ecliptic J2000 barycentric degrees,Mean anomaly ecliptic J2000 barycentric degrees,Epoch JD,Barycentric element source
q4216,39.43203281276801,0.1493708813711238,6.511651014527482,209.2142016105795,18.88527211601044,163.0313905750841,2459864.5,JPL Horizons via Astroquery
q4460,39.28150348764771,0.1750591920209683,2.783057900946576,44.32003015260449,53.23703795647276,135.9569705862383,2459864.5,JPL Horizons via Astroquery
q5258,39.31467364672786,0.2112288118042912,12.84164135888679,26.60990354808293,272.0488259079742,84.90436878620612,2459864.5,JPL Horizons via Astroquery
q9938,39.45363156052901,0.1669365049075795,5.620420520552514,44.83682318486572,30.94760405144737,340.1308873532148,2459864.5,JPL Horizons via Astroquery
r0838,39.26603631647174,0.2716898968080134,4.65276948531621,289.1658315651159,88.3821942673547,22.71884678560324,2459864.5,JPL Horizons via Astroquery
r1077,39.44572589460633,0.1888267560919973,9.695450576910844,48.45804121781256,42.56798588865813,95.6422050940718,2459864.5,JPL Horizons via Astroquery
r2092,39.52497463320633,0.1220973389789326,20.79363589525686,185.2999691836582,341.305505260676,73.87664694696808,2459864.5,JPL Horizons via Astroquery
r3209,39.29583198979418,0.292911364420173,10.29339165009295,39.93776654904797,356.5630027118727,141.2488932883298,2459864.5,JPL Horizons via Astroquery
r3562,39.40116115077802,0.217630961761957,7.982452515533138,109.7990801928711,96.79218514221168,27.56656284108268,2459864.5,JPL Horizons via Astroquery
r4161,39.28489447738173,0.1931997498323821,9.671881676105727,117.5875584044016,337.095612131044,348.6066846437191,2459864.5,JPL Horizons via Astroquery
r4315,39.46817101327899,0.2897129086386788,9.396074402046734,59.89424732144935,315.8310638267182,16.1922608022801,2459864.5,JPL Horizons via Astroquery
r5024,39.33386555794588,0.3444997960765064,26.41081979112319,51.84532477705029,65.7396440999233,329.8223205613953,2459864.5,JPL Horizons via Astroquery
r5029,39.21440735907023,0.2141655494254203,17.4846549195939,167.465884964617,177.4230456231619,70.92625618829328,2459864.5,JPL Horizons via Astroquery
r5032,39.48424421783473,0.1781421759508988,8.214533651579893,73.96217533720274,299.7543247440465,46.40891595267686,2459864.5,JPL Horizons via Astroquery
r5167,39.40523891194383,0.1911960200230394,7.333806813137704,223.826722177302,173.8337325637725,19.54083744301603,2459864.5,JPL Horizons via Astroquery
r5168,39.43278543133876,0.1752780364610778,4.760637061437214,258.3880137363036,228.2337202994926,329.8842380374299,2459864.5,JPL Horizons via Astroquery
r5229,39.40132147649052,0.1966701006767228,19.06372668037828,303.8080749333669,108.1306057304289,46.83981214602019,2459864.5,JPL Horizons via Astroquery
r5231,39.47263495019953,0.198237284675024,7.281478535750739,12.35878709973062,47.91402101839563,54.80750074444713,2459864.5,JPL Horizons via Astroquery
s3435,39.24766739192912,0.2572995065446407,20.16827364656823,67.33008296681294,131.4173830235065,21.57392357415882,2459864.5,JPL Horizons via Astroquery
s7616,39.45030476478912,0.2623072085698542,17.59295190074123,199.5516402951168,235.5062106552545,342.7405945488006,2459864.5,JPL Horizons via Astroquery
t2679,39.39892698207694,0.2398105753588853,12.24066263971421,129.1756571310312,164.1429949483099,325.218219856586,2459864.5,JPL Horizons via Astroquery
t5758,39.41844605800507,0.2575388238183589,24.16297582125297,201.966225991617,35.49711767504884,355.9619509735686,2459864.5,JPL Horizons via Astroquery
t5916,39.38149579221886,0.2862945728244539,26.11343504862607,204.2235084886387,57.5012185253772,349.3577832146378,2459864.5,JPL Horizons via Astroquery
t6067,39.37733062985957,0.1980950526324715,19.98948256894174,157.0118907463424,153.3018233119817,319.4436131893045,2459864.5,JPL Horizons via Astroquery
t6068,39.34727423456761,0.09229318895339875,15.38531683896084,119.1565727787844,299.2008602311613,253.3700339953931,2459864.5,JPL Horizons via Astroquery
t6130,39.32127784329735,0.258770122988857,16.81624255026856,160.4981400270622,129.4844570442619,332.2715823611084,2459864.5,JPL Horizons via Astroquery
u0039,39.40720027924498,0.3285552651253098,24.02190863472914,152.0289204779967,97.61287639530504,349.7014419814433,2459864.5,JPL Horizons via Astroquery
v5713,39.51272486957207,0.1785304202144406,13.49673717910511,19.79456999981855,109.1028815111355,297.6333226479377,2459864.5,JPL Horizons via Astroquery
v6257,39.31433236061451,0.2890539841796277,29.06677965562021,185.1034051741395,75.09392304141002,0.1201108989939789,2459864.5,JPL Horizons via Astroquery
v8834,39.57614746337147,0.1896325760007924,8.84504075603633,331.618413374126,233.8835568122248,20.15186227866229,2459864.5,JPL Horizons via Astroquery
v8992,39.37995648721159,0.2789492535873249,6.191109786988336,129.3749608344809,118.586465836136,0.7101754657565716,2459864.5,JPL Horizons via Astroquery
v8993,39.43144433820357,0.07511428895816678,19.38964048934878,146.2505858500278,320.7722618829791,209.7678741947595,2459864.5,JPL Horizons via Astroquery
v9246,39.24142185854146,0.2673369103049647,19.25132813904669,131.0798727667597,141.2177449463805,351.4192108816567,2459864.5,JPL Horizons via Astroquery
x1486,39.38188557567418,0.2804163696330021,10.36546013954467,129.4779682261959,285.5009149676902,355.7357639026281,2459864.5,JPL Horizons via Astroquery
x4994,39.45389573048799,0.2036955584807511,1.588015438504313,238.3275001001065,338.3127507533189,147.9113659741153,2459864.5,JPL Horizons via Astroquery
z2029,39.51049893118335,0.2517673525598269,4.813401147458916,186.6632500384279,60.20389221880624,2.119518954039587,2459864.5,JPL Horizons via Astroquery
z2045,39.52236074244573,0.1752950439114289,5.307035414494799,163.5397031980692,48.44154996605186,151.8181421779625,2459864.5,JPL Horizons via Astroquery
z2060,39.3252093626697,0.1886766372126648,8.785855122594109,194.8006504377975,34.62880099011287,11.70722901550273,2459864.5,JPL Horizons via Astroquery
z2088,39.42179292053675,0.2787645569769071,9.287248833355346,338.9724180680743,164.4901756752573,44.46013307662254,2459864.5,JPL Horizons via Astroquery
z2102,39.38307907820691,0.1387324898739348,11.46168253086495,137.5181051839423,94.85996475708613,157.7897041005413,2459864.5,JPL Horizons via Astroquery
z2158,39.17426435135584,0.1630291162411286,17.33549538574617,207.5498444569894,350.5594057922942,39.02369544490423,2459864.5,JPL Horizons via Astroquery
z2208,39.26315803800489,0.3012608298035226,12.90989037340963,219.4091808629256,232.6652230420381,12.68787675310586,2459864.5,JPL Horizons via Astroquery
z2218,39.53687957950178,0.1139047599244283,2.251704351237465,139.1524334730193,89.35209997310152,47.37215911225096,2459864.5,JPL Horizons via Astroquery
z2241,39.38091127002299,0.1089843416280302,6.711583018380638,129.4484059179799,169.350477401194,74.92667886012521,2459864.5,JPL Horizons via Astroquery
z2332,39.32164274441553,0.2428348477526394,5.666996595814324,1.743632919654464,155.3101313235579,316.4304498009972,2459864.5,JPL Horizons via Astroquery
z2351,39.48622682553707,0.1915693033264158,5.380986932950643,79.1156430719578,173.3954098767229,12.0657448595805,2459864.5,JPL Horizons via Astroquery
z2352,39.43772110962094,0.08906150603818076,1.801994177843455,225.5750404164287,336.9282156022012,39.59800494659376,2459864.5,JPL Horizons via Astroquery
z2533,39.30832776781318,0.1247408750109003,13.27049913675637,19.04375772647291,164.649615169381,290.6762960115625,2459864.5,JPL Horizons via Astroquery
z2547,39.38367678304941,0.1765888187461877,5.618211964257379,34.38447503338049,137.8547255566022,45.83860668449779,2459864.5,JPL Horizons via Astroquery
z2574,39.23739281470726,0.194280133826464,6.495125094621462,136.7820626423847,80.62093847589021,155.5584270356071,2459864.5,JPL Horizons via Astroquery
z2581,39.30310674110498,0.1334794124924229,9.53121856837054,157.4946996938008,100.7497863777018,110.3224078440973,2459864.5,JPL Horizons via Astroquery
z2621,39.42450570144514,0.1657982713461434,8.345295018169892,175.6465213326586,118.5232288660187,73.08008193871942,2459864.5,JPL Horizons via Astroquery
z2658,39.35785652465072,0.0908561659157789,27.93331428344887,251.387397890801,167.3552568437621,37.29332379509364,2459864.5,JPL Horizons via Astroquery
z2688,39.25938813771783,0.2945636338944199,17.54123818806163,210.9942048769825,255.7612299719482,355.6516367100204,2459864.5,JPL Horizons via Astroquery
z2772,39.54805508675948,0.2291087786545333,16.65087778493672,197.8917940040904,82.01048022975675,339.6207692878068,2459864.5,JPL Horizons via Astroquery
z2952,39.51326005734076,0.2388763088611611,10.32776415007161,357.1139403877172,252.6492234332036,333.4562633116859,2459864.5,JPL Horizons via Astroquery
z3620,39.2709724242422,0.2261326749673412,14.84101033290382,235.9194052983091,149.4480365252287,27.12697490096808,2459864.5,JPL Horizons via Astroquery
J98U43R,39.47425107436458,0.2203587974780556,8.764444935967035,53.88749620861125,18.87937753547608,11.44142765999596,2459864.5,JPL Horizons via Astroquery
J98W31S,39.36200501694499,0.2006022263004563,6.740831223804428,15.96650715687203,28.41152890290591,30.93563049473623,2459864.5,JPL Horizons via Astroquery
J98W31V,39.23804770427564,0.2710225635750781,5.723340214311227,58.53879851247979,273.7978358746735,76.05264950789633,2459864.5,JPL Horizons via Astroquery
J98W31Z,39.49927601414429,0.1675945426103215,14.60341471487357,50.56424832796519,352.3028571824406,44.53456253623129,2459864.5,JPL Horizons via Astroquery
K00CA5K,39.4122538990971,0.2326741838799959,8.137010795338322,326.5224860539361,352.3676924133036,201.6585649847956,2459864.5,JPL Horizons via Astroquery
K00F08B,39.2771934261465,0.2962330486569593,4.58443617216016,1.740003134470757,67.06066374982633,115.7641993439761,2459864.5,JPL Horizons via Astroquery
K00QM6H,39.51274732153448,0.1919856253382573,2.8021830993613,350.9770894827554,306.9876998811301,59.74655127977363,2459864.5,JPL Horizons via Astroquery
K01FH2U,39.34759116563933,0.2681548752414336,24.73439160858489,32.45553586299961,134.2319265842978,54.466893978101,2459864.5,JPL Horizons via Astroquery
K01K76Y,39.31198208316188,0.234232981510929,3.969498494641081,90.06867154640852,263.0568483514293,316.4122165592937,2459864.5,JPL Horizons via Astroquery
K01V71N,39.44195012364918,0.2461886981518858,18.65916057714162,70.44006535715873,1.363149373934213,21.86561434278428,2459864.5,JPL Horizons via Astroquery
K02CP1E,39.30477012113778,0.2666146585415098,9.293682691567179,342.5441455513884,215.0739574083705,10.10978279664894,2459864.5,JPL Horizons via Astroquery
K02G31W,39.32973736958684,0.242776045466307,2.646799028879018,227.1007762565063,197.9272538593405,110.6857486153968,2459864.5,JPL Horizons via Astroquery
K02G32E,39.29125822668156,0.2301914352840846,15.70069552812584,203.7422442067789,104.8291690720918,308.2168105865869,2459864.5,JPL Horizons via Astroquery
K02G32L,39.45494342141267,0.1255814033211551,7.077817770209148,11.09273821728301,192.5956734140117,26.98676738159706,2459864.5,JPL Horizons via Astroquery
K02G32R,39.53703182633604,0.275736977364159,3.320618801828103,206.9265165765305,342.8731586111186,39.85355675299417,2459864.5,JPL Horizons via Astroquery
K02GG6H,39.23590748533614,0.1948023698678391,8.660466171563456,10.78185499317072,219.0372459208354,4.273856329477344,2459864.5,JPL Horizons via Astroquery
K02TU1H,39.37394187955682,0.03782084444574454,1.541397729606764,93.44496451089756,232.1455687702721,89.92889673968513,2459864.5,JPL Horizons via Astroquery
K02VD0X,39.47411702042317,0.2224154077061437,1.320627139243682,296.9026223469928,105.8860914181484,22.10374832482741,2459864.5,JPL Horizons via Astroquery
K02VD8D,39.48994695579699,0.1472803508490104,2.783294660770861,315.1409118829081,39.42518196659786,61.32785542008526,2459864.5,JPL Horizons via Astroquery
K03FC7L,39.26172051126206,0.2354265754354618,3.494810184479225,314.2513504185143,56.07742373578453,168.6753257096096,2459864.5,JPL Horizons via Astroquery
K03H57A,39.41647519250422,0.1709917994698075,27.63414981391066,199.7113975400848,3.626474152732681,24.25139737502971,2459864.5,JPL Horizons via Astroquery
K03H57F,39.35186439158957,0.1930649381245962,1.422125772008367,48.13611433245968,123.1194488034311,47.19064530643286,2459864.5,JPL Horizons via Astroquery
K03SV7O,39.34643042320461,0.2754758543793478,6.563934317162173,187.3059598625681,112.0161728259163,65.35518483731664,2459864.5,JPL Horizons via Astroquery
K03UT2V,39.33626490806647,0.2153836942635556,10.97264982783108,235.6685110351492,121.9616792586292,68.43304366719896,2459864.5,JPL Horizons via Astroquery
K03WJ1A,39.32382261837951,0.2352510449839907,4.518733207586938,179.2277510474337,226.5935187765029,35.94050195557758,2459864.5,JPL Horizons via Astroquery
K03WJ3O,39.42595459803508,0.2440740380961101,6.629347316459526,112.920785066113,222.0855023367111,53.41370372355059,2459864.5,JPL Horizons via Astroquery
K04E95V,39.47390287961033,0.1853771497149633,12.27686457482335,192.1568404911524,255.3339092670452,122.3606839528513,2459864.5,JPL Horizons via Astroquery
K04E96J,39.53770785231072,0.239567201399788,9.340008716383979,18.71681886193526,232.4455945979094,345.4576903896898,2459864.5,JPL Horizons via Astroquery
K04FG4W,39.48456755438828,0.1566962504656045,9.122739468382584,197.9776721119845,2.205539014054377,25.48944978649715,2459864.5,JPL Horizons via Astroquery
K04H78X,39.40973060001627,0.1526755500033231,16.27196755552121,228.9580604536434,19.44688142524344,15.20739922945462,2459864.5,JPL Horizons via Astroquery
K04H78Y,39.2895233945133,0.1954499916956733,12.5836593953326,25.18200439265293,193.8893091219934,16.90973673698082,2459864.5,JPL Horizons via Astroquery
K04H78Z,39.57792087203065,0.1508470548566502,13.30947904614486,25.75631461004104,220.6739284738225,355.1503993657971,2459864.5,JPL Horizons via Astroquery
K04H79A,39.33689778716474,0.2450838622398725,22.69964381723947,203.2489124796682,262.6924669658347,97.41190043250921,2459864.5,JPL Horizons via Astroquery
K04H79B,39.25377882559941,0.2284927900538887,2.661252059361255,62.60264374981717,188.8227914596259,359.0323111613772,2459864.5,JPL Horizons via Astroquery
K04K19B,39.49043905249442,0.2190758403998398,17.15522970853408,43.97160610437858,286.3292541663524,309.3298963678114,2459864.5,JPL Horizons via Astroquery
K04K19C,39.25601174156495,0.2359932586911266,5.63672759155524,240.6005061507273,6.780658385941135,17.04786442963213,2459864.5,JPL Horizons via Astroquery
K04M08S,39.34950232052346,0.2967720763257179,12.24629023215618,288.3233768613849,345.1876155664606,32.48229490894653,2459864.5,JPL Horizons via Astroquery
K04U10S,39.53978892854085,0.2188821917242361,10.28802818032773,14.09782864599428,7.09015227899819,16.85447296862627,2459864.5,JPL Horizons via Astroquery
K04V75Z,39.4734327193211,0.1927405536903184,4.465565025234723,168.6953232644451,12.54270327781508,285.9293093797446,2459864.5,JPL Horizons via Astroquery
K04VD0V,39.44874273540825,0.1881298378012355,23.92274026411044,46.44998102992428,29.10090210820876,5.027458436663967,2459864.5,JPL Horizons via Astroquery
K04VD0X,39.45556802388091,0.2078919007126679,5.744971601678236,44.43152332302667,291.2833265817953,71.31028242945385,2459864.5,JPL Horizons via Astroquery
K04VD0Y,39.33755838171249,0.2760876448942143,10.20276175155453,222.3682505297417,180.7213645916842,25.71201594273512,2459864.5,JPL Horizons via Astroquery
K04VD0Z,39.55226366527341,0.2815080424507007,11.5818397294817,40.06949019067886,334.5526115630964,41.32831962972135,2459864.5,JPL Horizons via Astroquery
K05C81D,39.26080751548285,0.1516008315601913,21.34336881983671,317.8710530464093,2.030677128003683,201.340344433618,2459864.5,JPL Horizons via Astroquery
K05EV8X,39.53485021477199,0.2235188831361338,6.653248506546089,100.1706021128205,27.42526000958111,57.90629526881986,2459864.5,JPL Horizons via Astroquery
K05GI7A,39.36684761049375,0.2172435358909695,18.75176552496279,27.72512723330771,283.5066643464313,311.2467521901862,2459864.5,JPL Horizons via Astroquery
K05GI7F,39.42992173124095,0.2543864233859892,3.906692163967382,128.8939047700474,134.9230749937105,359.4857314170768,2459864.5,JPL Horizons via Astroquery
K05GL0V,39.23280361082902,0.1706657798350288,12.01384678647637,174.7705478958277,260.096763443417,119.6262643465646,2459864.5,JPL Horizons via Astroquery
K05TI9V,39.39813260899911,0.1881465931103292,34.39109409354428,246.2125554113152,185.5447159955007,22.68729370926992,2459864.5,JPL Horizons via Astroquery
K05VC3A,39.51444508594246,0.2515848148250929,1.514688167413761,39.76762804682748,317.3412309013199,66.74798367405548,2459864.5,JPL Horizons via Astroquery
